Year,Metric,Dimension,Category,Status,Source, Mean , SD , p10 , p25 , p50 , p75 , p90 , N 
2018,GVA per worker,3. Industry Section,Wholesale and Retail (G),Exporter,ABS," 60,000 "," 79,000 ",-500 ," 11,000 "," 33,500 "," 79,000 "," 160,500 "," 56,800 "
2019,GVA per worker,3. Industry Section,Wholesale and Retail (G),Exporter,ABS," 57,000 "," 70,500 "," 1,000 "," 22,000 "," 37,000 "," 73,000 "," 132,500 "," 62,450 "
2020,GVA per worker,3. Industry Section,Wholesale and Retail (G),Exporter,ABS," 45,500 "," 51,000 ", -   ," 14,000 "," 27,000 "," 62,500 "," 121,000 "," 54,500 "
2021,GVA per worker,3. Industry Section,Wholesale and Retail (G),Exporter,ABS," 41,500 "," 66,500 ","-12,500 "," 14,500 "," 29,000 "," 50,000 "," 107,000 "," 74,950 "
2022,GVA per worker,3. Industry Section,Wholesale and Retail (G),Exporter,ABS," 55,500 "," 68,500 "," 4,000 "," 15,000 "," 32,500 "," 73,500 "," 127,500 "," 66,400 "
2011,GVA per worker,3. Industry Section,Wholesale and Retail (G),Non-Exporter,ABS," 37,000 "," 54,000 ",-500 ," 9,500 "," 24,000 "," 46,500 "," 85,000 "," 194,150 "
2012,GVA per worker,3. Industry Section,Wholesale and Retail (G),Non-Exporter,ABS," 37,000 "," 49,500 ", -   ," 9,500 "," 25,500 "," 48,500 "," 85,000 "," 190,600 "
2013,GVA per worker,3. Industry Section,Wholesale and Retail (G),Non-Exporter,ABS," 38,000 "," 56,000 ", 500 ," 10,000 "," 25,000 "," 49,000 "," 84,500 "," 241,450 "
2014,GVA per worker,3. Industry Section,Wholesale and Retail (G),Non-Exporter,ABS," 39,000 "," 61,000 ", -   ," 9,500 "," 24,500 "," 48,500 "," 89,000 "," 254,150 "
2015,GVA per worker,3. Industry Section,Wholesale and Retail (G),Non-Exporter,ABS," 37,500 "," 56,000 ", 500 ," 10,000 "," 24,000 "," 48,000 "," 83,500 "," 256,300 "
2016,GVA per worker,3. Industry Section,Wholesale and Retail (G),Non-Exporter,ABS," 34,000 "," 47,500 ","-1,000 "," 8,500 "," 21,500 "," 44,000 "," 76,500 "," 254,250 "
2017,GVA per worker,3. Industry Section,Wholesale and Retail (G),Non-Exporter,ABS," 34,000 "," 45,500 ",-500 ," 9,500 "," 22,500 "," 45,500 "," 78,000 "," 262,400 "
2018,GVA per worker,3. Industry Section,Wholesale and Retail (G),Non-Exporter,ABS," 35,500 "," 47,000 "," 1,500 "," 11,000 "," 23,500 "," 42,500 "," 83,000 "," 254,550 "
2019,GVA per worker,3. Industry Section,Wholesale and Retail (G),Non-Exporter,ABS," 32,500 "," 54,500 ","-4,000 "," 6,000 "," 19,500 "," 39,000 "," 76,000 "," 258,700 "
2020,GVA per worker,3. Industry Section,Wholesale and Retail (G),Non-Exporter,ABS," 27,000 "," 34,500 ","-2,000 "," 4,500 "," 19,000 "," 37,000 "," 66,000 "," 247,700 "
2021,GVA per worker,3. Industry Section,Wholesale and Retail (G),Non-Exporter,ABS," 30,000 "," 45,000 ","-1,500 "," 7,500 "," 20,500 "," 41,500 "," 68,000 "," 286,850 "
2022,GVA per worker,3. Industry Section,Wholesale and Retail (G),Non-Exporter,ABS," 29,500 "," 43,500 ","-2,000 "," 7,000 "," 17,500 "," 38,000 "," 69,000 "," 283,900 "
2005,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS-TiG," 115,000 "," 169,500 ", [c] ," 37,500 "," 70,500 "," 117,500 ", [c] ," 2,500 "
2006,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS-TiG," 100,500 "," 118,000 ", [c] ," 43,000 "," 76,000 "," 120,000 ", [c] ," 2,950 "
2007,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS-TiG," 73,000 "," 99,000 ", [c] ," 28,500 "," 45,500 "," 69,500 ", [c] ," 1,050 "
2008,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS-TiG," 80,000 "," 123,000 ", [c] ," 18,500 "," 46,500 "," 80,500 ", [c] ," 2,400 "
2009,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS-TiG," 85,000 "," 112,500 ", [c] ," 31,500 "," 68,000 "," 109,000 ", [c] ," 2,150 "
2010,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS-TiG," 71,500 "," 87,500 ", [c] ," 23,000 "," 52,500 "," 101,500 ", [c] ," 2,950 "
2011,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS-TiG," 70,000 "," 76,500 ", [c] ," 28,500 "," 51,500 "," 82,000 ", [c] ," 2,200 "
2012,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS-TiG," 89,000 "," 106,500 ", [c] ," 32,500 "," 56,000 "," 106,000 ", [c] ," 2,750 "
2013,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS-TiG," 109,000 "," 169,000 ", [c] ," 31,000 "," 65,500 "," 113,500 ", [c] ," 2,500 "
2014,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS-TiG," 110,000 "," 150,000 ", [c] ," 39,000 "," 61,000 "," 108,000 ", [c] ," 2,400 "
2015,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS-TiG," 96,000 "," 105,500 ", [c] ," 33,000 "," 80,500 "," 143,000 ", [c] ," 3,900 "
2016,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS-TiG," 94,500 "," 83,000 ", [c] ," 47,000 "," 83,000 "," 110,000 ", [c] ," 1,400 "
2017,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS-TiG," 58,500 "," 61,000 ", [c] ," 38,000 "," 41,000 "," 58,000 ", [c] ," 2,100 "
2018,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS-TiG," 44,000 "," 49,000 ", [c] ," 24,500 "," 43,500 "," 46,000 ", [c] ," 3,700 "
2019,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS-TiG," 121,500 "," 98,000 ", [c] ," 22,500 "," 95,500 "," 212,500 ", [c] ," 3,900 "
2020,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS-TiG," 62,000 "," 43,000 ", [c] ," 37,500 "," 57,500 "," 69,000 ", [c] ," 2,700 "
2021,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS-TiG," 81,000 "," 95,500 ", [c] ," 29,000 "," 63,500 "," 91,000 ", [c] ," 5,900 "
2022,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS-TiG," 154,000 "," 969,500 "," 15,500 "," 37,000 "," 53,000 "," 94,000 "," 141,500 "," 1,350 "
2005,GVA per worker,3. Industry Section,Construction (F),Non-Exporter,ABS-TiG," 78,000 "," 127,000 "," 12,500 "," 26,500 "," 48,000 "," 89,000 "," 157,000 "," 223,350 "
2006,GVA per worker,3. Industry Section,Construction (F),Non-Exporter,ABS-TiG," 78,500 "," 121,000 "," 11,500 "," 27,500 "," 50,000 "," 91,000 "," 173,000 "," 223,350 "
2007,GVA per worker,3. Industry Section,Construction (F),Non-Exporter,ABS-TiG," 73,000 "," 105,500 "," 9,000 "," 24,000 "," 46,500 "," 83,000 "," 159,000 "," 229,250 "
2008,GVA per worker,3. Industry Section,Construction (F),Non-Exporter,ABS-TiG," 60,000 "," 93,000 "," 6,500 "," 20,500 "," 39,000 "," 69,500 "," 124,000 "," 255,600 "
2009,GVA per worker,3. Industry Section,Construction (F),Non-Exporter,ABS-TiG," 55,500 "," 91,500 "," 5,000 "," 18,500 "," 35,500 "," 64,500 "," 117,000 "," 240,900 "
2010,GVA per worker,3. Industry Section,Construction (F),Non-Exporter,ABS-TiG," 65,000 "," 113,500 "," 5,500 "," 19,500 "," 38,500 "," 71,500 "," 142,000 "," 233,950 "
2011,GVA per worker,3. Industry Section,Construction (F),Non-Exporter,ABS-TiG," 62,000 "," 96,000 "," 7,500 "," 20,000 "," 38,500 "," 71,000 "," 133,000 "," 240,350 "
2012,GVA per worker,3. Industry Section,Construction (F),Non-Exporter,ABS-TiG," 68,500 "," 113,500 "," 8,000 "," 21,000 "," 40,500 "," 72,500 "," 143,500 "," 235,400 "
2013,GVA per worker,3. Industry Section,Construction (F),Non-Exporter,ABS-TiG," 68,000 "," 115,500 "," 9,500 "," 21,500 "," 40,500 "," 72,000 "," 133,500 "," 240,900 "
2014,GVA per worker,3. Industry Section,Construction (F),Non-Exporter,ABS-TiG," 66,500 "," 115,500 "," 9,000 "," 21,000 "," 39,000 "," 73,000 "," 140,500 "," 247,150 "
2015,GVA per worker,3. Industry Section,Construction (F),Non-Exporter,ABS-TiG," 67,000 "," 107,500 "," 9,000 "," 22,000 "," 41,000 "," 75,500 "," 143,000 "," 260,150 "
2016,GVA per worker,3. Industry Section,Construction (F),Non-Exporter,ABS-TiG," 45,000 "," 55,500 "," 8,500 "," 19,500 "," 35,500 "," 59,500 "," 94,000 "," 267,650 "
2017,GVA per worker,3. Industry Section,Construction (F),Non-Exporter,ABS-TiG," 58,000 "," 67,500 "," 9,500 "," 21,000 "," 40,500 "," 68,500 "," 122,000 "," 292,750 "
2018,GVA per worker,3. Industry Section,Construction (F),Non-Exporter,ABS-TiG," 52,000 "," 65,000 "," 8,000 "," 19,500 "," 35,500 "," 63,500 "," 108,000 "," 280,650 "
2019,GVA per worker,3. Industry Section,Construction (F),Non-Exporter,ABS-TiG," 51,500 "," 99,500 "," 5,500 "," 17,500 "," 34,000 "," 59,500 "," 94,000 "," 315,800 "
2020,GVA per worker,3. Industry Section,Construction (F),Non-Exporter,ABS-TiG," 44,000 "," 51,000 "," 6,500 "," 17,000 "," 29,500 "," 55,000 "," 88,500 "," 326,350 "
2021,GVA per worker,3. Industry Section,Construction (F),Non-Exporter,ABS-TiG," 56,000 "," 73,000 "," 7,500 "," 19,000 "," 34,000 "," 67,000 "," 115,500 "," 329,400 "
2022,GVA per worker,3. Industry Section,Construction (F),Non-Exporter,ABS-TiG," 53,500 "," 94,500 "," 10,000 "," 18,000 "," 36,500 "," 65,000 "," 109,000 "," 335,150 "
2005,GVA per worker,3. Industry Section,Information Communication (J),Exporter,ABS-TiG," 80,500 "," 88,000 "," 1,000 "," 22,500 "," 54,000 "," 106,500 "," 192,500 "," 14,550 "
2006,GVA per worker,3. Industry Section,Information Communication (J),Exporter,ABS-TiG," 50,000 "," 144,000 ", 500 ," 19,000 "," 51,500 "," 93,500 "," 137,000 "," 13,500 "
2007,GVA per worker,3. Industry Section,Information Communication (J),Exporter,ABS-TiG," 72,000 "," 55,500 "," 13,000 "," 38,000 "," 59,500 "," 93,000 "," 132,500 "," 15,150 "
2008,GVA per worker,3. Industry Section,Information Communication (J),Exporter,ABS-TiG," 70,000 "," 67,500 "," 2,500 "," 24,000 "," 58,000 "," 102,500 "," 146,500 "," 17,750 "
2009,GVA per worker,3. Industry Section,Information Communication (J),Exporter,ABS-TiG," 70,500 "," 71,000 "," 5,000 "," 21,000 "," 55,000 "," 94,000 "," 150,000 "," 18,800 "
2010,GVA per worker,3. Industry Section,Information Communication (J),Exporter,ABS-TiG," 67,500 "," 66,000 "," 3,000 "," 21,500 "," 61,000 "," 92,500 "," 148,500 "," 18,500 "
2011,GVA per worker,3. Industry Section,Information Communication (J),Exporter,ABS-TiG," 67,500 "," 61,500 "," 5,500 "," 24,500 "," 54,500 "," 91,000 "," 141,500 "," 21,050 "
2012,GVA per worker,3. Industry Section,Information Communication (J),Exporter,ABS-TiG," 62,500 "," 54,500 "," 8,000 "," 23,000 "," 49,000 "," 91,500 "," 142,500 "," 21,300 "
2013,GVA per worker,3. Industry Section,Information Communication (J),Exporter,ABS-TiG," 71,500 "," 81,000 "," 7,000 "," 22,000 "," 49,000 "," 92,500 "," 165,000 "," 25,150 "
2014,GVA per worker,3. Industry Section,Information Communication (J),Exporter,ABS-TiG," 75,000 "," 70,500 "," 9,000 "," 28,000 "," 55,500 "," 96,000 "," 190,000 "," 23,050 "
2015,GVA per worker,3. Industry Section,Information Communication (J),Exporter,ABS-TiG," 70,500 "," 58,500 "," 8,500 "," 27,000 "," 63,500 "," 98,000 "," 135,000 "," 25,400 "
2016,GVA per worker,3. Industry Section,Information Communication (J),Exporter,ABS-TiG," 71,500 "," 64,000 "," 8,000 "," 24,000 "," 60,500 "," 97,000 "," 134,000 "," 24,800 "
2017,GVA per worker,3. Industry Section,Information Communication (J),Exporter,ABS-TiG," 71,500 "," 67,000 "," 14,000 "," 31,000 "," 55,500 "," 96,000 "," 132,500 "," 27,100 "
2018,GVA per worker,3. Industry Section,Information Communication (J),Exporter,ABS-TiG," 83,000 "," 66,000 "," 9,000 "," 31,000 "," 69,000 "," 127,000 "," 178,000 "," 27,500 "
2019,GVA per worker,3. Industry Section,Information Communication (J),Exporter,ABS-TiG," 91,000 "," 93,500 "," 19,000 "," 37,500 "," 57,500 "," 114,000 "," 248,500 "," 36,200 "
2020,GVA per worker,3. Industry Section,Information Communication (J),Exporter,ABS-TiG," 61,500 "," 59,500 "," 7,500 "," 24,500 "," 51,500 "," 85,500 "," 122,500 "," 33,750 "
2021,GVA per worker,3. Industry Section,Information Communication (J),Exporter,ABS-TiG," 69,500 "," 86,000 "," 4,000 "," 19,000 "," 49,500 "," 93,500 "," 158,500 "," 35,650 "
2022,GVA per worker,3. Industry Section,Information Communication (J),Exporter,ABS-TiG," 74,500 "," 69,500 "," 7,500 "," 27,500 "," 56,000 "," 107,500 "," 168,500 "," 47,750 "
2005,GVA per worker,3. Industry Section,Information Communication (J),Non-Exporter,ABS-TiG," 54,000 "," 58,000 "," 2,000 "," 13,500 "," 39,000 "," 76,500 "," 119,500 "," 101,000 "
2006,GVA per worker,3. Industry Section,Information Communication (J),Non-Exporter,ABS-TiG," 59,000 "," 57,000 "," 2,000 "," 19,000 "," 46,000 "," 89,500 "," 127,000 "," 95,550 "
2007,GVA per worker,3. Industry Section,Information Communication (J),Non-Exporter,ABS-TiG," 58,500 "," 58,000 "," 2,000 "," 17,500 "," 48,500 "," 86,000 "," 127,500 "," 112,400 "
2008,GVA per worker,3. Industry Section,Information Communication (J),Non-Exporter,ABS-TiG," 59,000 "," 65,000 "," 2,000 "," 19,500 "," 51,000 "," 87,000 "," 130,500 "," 115,400 "
2009,GVA per worker,3. Industry Section,Information Communication (J),Non-Exporter,ABS-TiG," 55,000 "," 56,500 "," 1,500 "," 15,500 "," 44,500 "," 79,500 "," 124,500 "," 110,000 "
2010,GVA per worker,3. Industry Section,Information Communication (J),Non-Exporter,ABS-TiG," 55,500 "," 53,000 "," 2,500 "," 15,500 "," 44,000 "," 82,500 "," 126,000 "," 111,750 "
2011,GVA per worker,3. Industry Section,Information Communication (J),Non-Exporter,ABS-TiG," 58,500 "," 55,500 "," 2,500 "," 18,500 "," 48,000 "," 82,500 "," 123,500 "," 125,200 "
2012,GVA per worker,3. Industry Section,Information Communication (J),Non-Exporter,ABS-TiG," 59,500 "," 51,000 "," 5,000 "," 20,000 "," 51,000 "," 90,500 "," 125,500 "," 130,350 "
2013,GVA per worker,3. Industry Section,Information Communication (J),Non-Exporter,ABS-TiG," 63,000 "," 63,500 "," 5,000 "," 21,000 "," 52,500 "," 91,000 "," 128,500 "," 141,050 "
2014,GVA per worker,3. Industry Section,Information Communication (J),Non-Exporter,ABS-TiG," 65,500 "," 56,500 "," 6,500 "," 23,500 "," 57,000 "," 93,000 "," 132,500 "," 152,100 "
2015,GVA per worker,3. Industry Section,Information Communication (J),Non-Exporter,ABS-TiG," 65,000 "," 54,000 "," 8,000 "," 26,500 "," 59,500 "," 92,500 "," 131,000 "," 165,200 "
2016,GVA per worker,3. Industry Section,Information Communication (J),Non-Exporter,ABS-TiG," 59,500 "," 55,000 "," 10,000 "," 23,500 "," 49,000 "," 73,500 "," 118,000 "," 159,250 "
2017,GVA per worker,3. Industry Section,Information Communication (J),Non-Exporter,ABS-TiG," 70,000 "," 68,500 "," 6,500 "," 27,000 "," 61,000 "," 103,500 "," 138,500 "," 170,200 "
2018,GVA per worker,3. Industry Section,Information Communication (J),Non-Exporter,ABS-TiG," 61,500 "," 50,500 "," 7,000 "," 23,500 "," 48,500 "," 88,500 "," 127,000 "," 159,700 "
2019,GVA per worker,3. Industry Section,Information Communication (J),Non-Exporter,ABS-TiG," 57,500 "," 44,500 "," 5,000 "," 21,500 "," 48,000 "," 88,000 "," 120,500 "," 176,700 "
2020,GVA per worker,3. Industry Section,Information Communication (J),Non-Exporter,ABS-TiG," 56,000 "," 55,000 "," 5,000 "," 19,000 "," 40,000 "," 75,000 "," 127,500 "," 167,900 "
2021,GVA per worker,3. Industry Section,Information Communication (J),Non-Exporter,ABS-TiG," 45,500 "," 50,500 ","-1,000 "," 11,500 "," 37,000 "," 66,000 "," 109,000 "," 141,700 "
2022,GVA per worker,3. Industry Section,Information Communication (J),Non-Exporter,ABS-TiG," 56,500 "," 50,500 "," 5,000 "," 24,000 "," 42,500 "," 82,000 "," 118,500 "," 121,900 "
2005,GVA per worker,3. Industry Section,Manufacturing (C),Exporter,ABS-TiG," 52,000 "," 55,500 "," 13,000 "," 22,000 "," 39,000 "," 64,000 "," 99,500 "," 26,750 "
2006,GVA per worker,3. Industry Section,Manufacturing (C),Exporter,ABS-TiG," 60,000 "," 76,000 "," 13,000 "," 26,500 "," 46,000 "," 76,000 "," 116,500 "," 25,100 "
2007,GVA per worker,3. Industry Section,Manufacturing (C),Exporter,ABS-TiG," 68,000 "," 72,500 "," 17,500 "," 31,500 "," 50,000 "," 80,500 "," 135,500 "," 22,800 "
2008,GVA per worker,3. Industry Section,Manufacturing (C),Exporter,ABS-TiG," 63,500 "," 69,500 "," 16,000 "," 29,000 "," 47,000 "," 75,000 "," 125,000 "," 25,900 "
2009,GVA per worker,3. Industry Section,Manufacturing (C),Exporter,ABS-TiG," 56,500 "," 61,500 "," 11,000 "," 25,500 "," 43,500 "," 71,000 "," 121,000 "," 26,500 "
2010,GVA per worker,3. Industry Section,Manufacturing (C),Exporter,ABS-TiG," 65,500 "," 84,000 "," 12,500 "," 26,500 "," 45,000 "," 76,000 "," 130,000 "," 25,150 "
2011,GVA per worker,3. Industry Section,Manufacturing (C),Exporter,ABS-TiG," 62,000 "," 61,000 "," 11,500 "," 29,000 "," 49,000 "," 76,000 "," 126,500 "," 25,800 "
2012,GVA per worker,3. Industry Section,Manufacturing (C),Exporter,ABS-TiG," 64,500 "," 58,000 "," 17,000 "," 28,500 "," 48,500 "," 81,000 "," 129,000 "," 24,550 "
2013,GVA per worker,3. Industry Section,Manufacturing (C),Exporter,ABS-TiG," 61,000 "," 56,500 "," 15,000 "," 27,000 "," 48,000 "," 79,000 "," 118,500 "," 26,050 "
2014,GVA per worker,3. Industry Section,Manufacturing (C),Exporter,ABS-TiG," 69,000 "," 118,500 "," 16,500 "," 30,500 "," 50,500 "," 81,500 "," 128,500 "," 26,100 "
2015,GVA per worker,3. Industry Section,Manufacturing (C),Exporter,ABS-TiG," 94,000 "," 779,000 "," 12,000 "," 27,000 "," 46,000 "," 73,500 "," 120,500 "," 25,150 "
2016,GVA per worker,3. Industry Section,Manufacturing (C),Exporter,ABS-TiG," 75,500 "," 136,000 "," 14,000 "," 29,000 "," 49,500 "," 83,000 "," 150,500 "," 28,000 "
2017,GVA per worker,3. Industry Section,Manufacturing (C),Exporter,ABS-TiG," 62,500 "," 73,000 "," 10,500 "," 30,500 "," 48,000 "," 74,500 "," 124,500 "," 26,350 "
2018,GVA per worker,3. Industry Section,Manufacturing (C),Exporter,ABS-TiG," 74,000 "," 249,000 "," 15,000 "," 31,500 "," 52,500 "," 84,500 "," 128,000 "," 26,300 "
2019,GVA per worker,3. Industry Section,Manufacturing (C),Exporter,ABS-TiG," 67,500 "," 66,500 "," 17,500 "," 32,500 "," 52,000 "," 87,000 "," 131,500 "," 27,550 "
2020,GVA per worker,3. Industry Section,Manufacturing (C),Exporter,ABS-TiG," 65,000 "," 113,500 "," 11,000 "," 25,000 "," 44,000 "," 70,000 "," 125,000 "," 26,550 "
2021,GVA per worker,3. Industry Section,Manufacturing (C),Exporter,ABS-TiG," 69,000 "," 68,000 "," 16,500 "," 32,000 "," 52,500 "," 84,500 "," 141,500 "," 28,300 "
2022,GVA per worker,3. Industry Section,Manufacturing (C),Exporter,ABS-TiG," 68,000 "," 79,000 "," 11,500 "," 29,000 "," 49,000 "," 86,000 "," 138,500 "," 25,300 "
2005,GVA per worker,3. Industry Section,Manufacturing (C),Non-Exporter,ABS-TiG," 40,000 "," 44,500 "," 4,500 "," 15,000 "," 29,000 "," 51,500 "," 83,000 "," 100,400 "
2006,GVA per worker,3. Industry Section,Manufacturing (C),Non-Exporter,ABS-TiG," 44,500 "," 47,500 "," 5,500 "," 17,500 "," 33,500 "," 57,000 "," 93,500 "," 90,200 "
2007,GVA per worker,3. Industry Section,Manufacturing (C),Non-Exporter,ABS-TiG," 48,000 "," 68,500 "," 6,000 "," 17,000 "," 35,500 "," 61,000 "," 102,500 "," 93,600 "
2008,GVA per worker,3. Industry Section,Manufacturing (C),Non-Exporter,ABS-TiG," 47,500 "," 71,000 "," 3,500 "," 14,000 "," 35,500 "," 57,500 "," 93,000 "," 95,550 "
2009,GVA per worker,3. Industry Section,Manufacturing (C),Non-Exporter,ABS-TiG," 37,000 "," 41,500 "," 4,500 "," 15,000 "," 27,500 "," 47,500 "," 75,000 "," 89,500 "
2010,GVA per worker,3. Industry Section,Manufacturing (C),Non-Exporter,ABS-TiG," 37,500 "," 51,500 "," 3,000 "," 14,000 "," 28,000 "," 49,000 "," 73,500 "," 90,500 "
2011,GVA per worker,3. Industry Section,Manufacturing (C),Non-Exporter,ABS-TiG," 37,500 "," 41,500 "," 4,000 "," 15,000 "," 29,500 "," 50,500 "," 80,000 "," 88,100 "
2012,GVA per worker,3. Industry Section,Manufacturing (C),Non-Exporter,ABS-TiG," 37,500 "," 40,500 "," 4,000 "," 13,500 "," 29,500 "," 50,500 "," 80,000 "," 91,900 "
2013,GVA per worker,3. Industry Section,Manufacturing (C),Non-Exporter,ABS-TiG," 40,500 "," 48,000 "," 4,500 "," 14,500 "," 32,000 "," 50,500 "," 83,500 "," 92,400 "
2014,GVA per worker,3. Industry Section,Manufacturing (C),Non-Exporter,ABS-TiG," 40,000 "," 55,500 "," 4,500 "," 14,500 "," 30,000 "," 51,000 "," 79,500 "," 92,300 "
2015,GVA per worker,3. Industry Section,Manufacturing (C),Non-Exporter,ABS-TiG," 43,500 "," 106,500 "," 4,000 "," 15,000 "," 32,000 "," 53,000 "," 87,000 "," 96,150 "
